,T2,rh2,td2,PSFC,SWDOWN,uvmet10_wdir,uvmet10_wspd
2040-06-01 00:00:00,300.6645812988281,82.93656158447266,24.086559295654297,100921.9453125,187.63436889648438,290.291259765625,2.7058138847351074
2040-06-01 01:00:00,301.23455810546875,75.05121612548828,23.022340774536133,100967.75,401.64111328125,316.52630615234375,3.5440673828125
2040-06-01 02:00:00,302.8361511230469,69.9390869140625,23.40385627746582,101003.5078125,652.19189453125,325.29571533203125,2.045164108276367
